fold,trial,objective,boosting_type,learning_rate,num_leaves,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,min_child_weight,min_split_gain,reg_alpha,reg_lambda,Accuracy,MCC,PPV,NPV,Sensitivity,Specificity,AUC,OPM,n_Accuracy,n_MCC,n_PPV,n_NPV,n_Sensitivity,n_Specificity,n_OPM,TP,TN,FP,FN,n_TP,n_TN,n_FP,n_FN
0,10,binary,gbdt,0.004593444805837145,15,0.7,0.9,7,40,0.0010866574115857802,0.1,0.7,0.1,0.84,0.68,0.85,0.83,0.88,0.8,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,308,215,53,44,308,282,70,44
1,17,binary,gbdt,0.0025808517117786524,10,0.8,0.6,7,10,0.0025804215092136806,0.0,0.9999999999999999,0.4,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.86,0.87,0.82,0.6,307,219,49,45,307,288,64,45
4,17,binary,gbdt,0.0025808517117786524,10,0.8,0.6,7,10,0.0025804215092136806,0.0,0.9999999999999999,0.4,0.83,0.65,0.85,0.8,0.84,0.8,0.91,0.56,0.82,0.65,0.81,0.84,0.84,0.8,0.56,296,216,53,55,296,282,69,55
0,34,binary,dart,0.0030829551511927706,20,0.5,0.7,5,30,0.014346505836854638,0.2,0.9999999999999999,0.1,0.85,0.68,0.83,0.87,0.91,0.75,0.91,0.6,0.83,0.68,0.79,0.9,0.91,0.75,0.59,322,202,66,30,322,265,87,30
0,18,binary,gbdt,0.004028224093400659,20,0.5,0.7,5,20,0.0029085345962004596,0.2,0.9999999999999999,0.1,0.85,0.69,0.85,0.84,0.89,0.8,0.91,0.6,0.84,0.69,0.81,0.88,0.89,0.8,0.6,312,214,54,40,312,281,71,40
4,11,binary,gbdt,0.004912781788816002,15,0.7,0.9,7,40,0.0014113277523368935,0.1,0.7,0.1,0.83,0.65,0.85,0.81,0.86,0.8,0.91,0.57,0.83,0.65,0.81,0.85,0.86,0.79,0.57,301,214,55,50,301,279,72,50
0,28,binary,gbdt,0.0028439964909491243,20,0.6,0.7,5,10,0.0031772168194827578,0.2,0.7,0.1,0.85,0.68,0.86,0.83,0.88,0.81,0.91,0.6,0.84,0.68,0.82,0.87,0.88,0.81,0.6,308,216,52,44,308,284,68,44
0,12,binary,gbdt,0.004948608450723505,15,0.7,0.8,7,40,0.0010847531983318138,0.1,0.7,0.1,0.84,0.67,0.85,0.83,0.87,0.8,0.91,0.59,0.84,0.67,0.81,0.86,0.87,0.8,0.58,307,214,54,45,307,281,71,45
1,31,binary,gbdt,0.003969387151341788,20,0.5,0.7,5,30,0.009280889025481394,0.2,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.86,0.87,0.82,0.6,307,219,49,45,307,288,64,45
1,15,binary,gbdt,0.002256713746926198,20,0.6,0.8,5,20,0.0023733153082907193,0.0,0.9999999999999999,0.4,0.85,0.68,0.85,0.84,0.88,0.8,0.91,0.6,0.84,0.68,0.81,0.87,0.88,0.8,0.59,310,214,54,42,310,281,71,42
1,14,binary,gbdt,0.002447492294278769,20,0.6,0.8,7,20,0.001976483225185461,0.0,0.9999999999999999,0.4,0.85,0.69,0.86,0.83,0.88,0.81,0.91,0.6,0.84,0.69,0.82,0.87,0.88,0.81,0.6,309,216,52,43,309,284,68,43
0,14,binary,gbdt,0.002447492294278769,20,0.6,0.8,7,20,0.001976483225185461,0.0,0.9999999999999999,0.4,0.84,0.68,0.85,0.83,0.88,0.8,0.91,0.59,0.84,0.68,0.81,0.86,0.88,0.8,0.59,308,214,54,44,308,281,71,44
4,13,binary,gbdt,0.0022821529758991982,15,0.8,0.9,5,40,0.0018992681845587463,0.1,0.7,0.7,0.84,0.66,0.85,0.81,0.86,0.81,0.91,0.58,0.83,0.66,0.82,0.85,0.86,0.81,0.58,301,217,52,50,301,283,68,50
1,13,binary,gbdt,0.0022821529758991982,15,0.8,0.9,5,40,0.0018992681845587463,0.1,0.7,0.7,0.84,0.67,0.85,0.82,0.87,0.8,0.91,0.58,0.83,0.67,0.81,0.86,0.87,0.8,0.58,305,215,53,47,305,282,70,47
4,29,binary,dart,0.0035882006603218256,20,0.7,0.8,5,40,0.008601450186923616,0.2,0.9999999999999999,0.7,0.83,0.65,0.84,0.82,0.86,0.79,0.91,0.57,0.83,0.65,0.8,0.85,0.86,0.79,0.57,303,212,57,48,303,277,74,48
0,30,binary,gbdt,0.004477490767823563,15,0.5,0.6,3,30,0.006156931710346903,0.2,0.4,0.1,0.84,0.67,0.85,0.83,0.88,0.79,0.91,0.59,0.83,0.67,0.81,0.87,0.88,0.79,0.58,309,212,56,43,309,278,74,43
1,28,binary,gbdt,0.0028439964909491243,20,0.6,0.7,5,10,0.0031772168194827578,0.2,0.7,0.1,0.85,0.69,0.86,0.83,0.88,0.81,0.91,0.6,0.84,0.69,0.82,0.87,0.88,0.81,0.6,309,217,51,43,309,285,67,43
0,13,binary,gbdt,0.0022821529758991982,15,0.8,0.9,5,40,0.0018992681845587463,0.1,0.7,0.7,0.84,0.66,0.85,0.82,0.87,0.79,0.91,0.58,0.83,0.66,0.81,0.86,0.87,0.8,0.58,305,213,55,47,305,280,72,47
1,30,binary,gbdt,0.004477490767823563,15,0.5,0.6,3,30,0.006156931710346903,0.2,0.4,0.1,0.85,0.69,0.86,0.83,0.88,0.82,0.91,0.61,0.85,0.69,0.83,0.87,0.88,0.82,0.61,308,219,49,44,308,288,64,44
4,12,binary,gbdt,0.004948608450723505,15,0.7,0.8,7,40,0.0010847531983318138,0.1,0.7,0.1,0.83,0.65,0.84,0.81,0.85,0.79,0.91,0.56,0.82,0.65,0.8,0.84,0.85,0.79,0.56,300,213,56,51,300,278,73,51
0,16,binary,gbdt,0.001783830046784028,20,0.6,0.8,3,20,0.010497360192219966,0.0,0.9999999999999999,0.7,0.83,0.66,0.84,0.83,0.88,0.78,0.91,0.57,0.83,0.66,0.8,0.86,0.88,0.78,0.57,309,208,60,43,309,273,79,43
1,16,binary,gbdt,0.001783830046784028,20,0.6,0.8,3,20,0.010497360192219966,0.0,0.9999999999999999,0.7,0.84,0.68,0.85,0.84,0.88,0.79,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,310,213,55,42,310,280,72,42
1,12,binary,gbdt,0.004948608450723505,15,0.7,0.8,7,40,0.0010847531983318138,0.1,0.7,0.1,0.85,0.7,0.87,0.83,0.87,0.83,0.91,0.62,0.85,0.7,0.84,0.87,0.87,0.83,0.62,307,222,46,45,307,292,60,45
0,31,binary,gbdt,0.003969387151341788,20,0.5,0.7,5,30,0.009280889025481394,0.2,0.7,0.1,0.84,0.68,0.85,0.83,0.88,0.8,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,309,214,54,43,309,281,71,43
0,19,binary,gbdt,0.004043457739443902,20,0.5,0.7,5,30,0.008403294673232151,0.2,0.7,0.1,0.84,0.68,0.85,0.83,0.88,0.8,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,309,214,54,43,309,281,71,43
1,18,binary,gbdt,0.004028224093400659,20,0.5,0.7,5,20,0.0029085345962004596,0.2,0.9999999999999999,0.1,0.85,0.68,0.86,0.83,0.87,0.81,0.91,0.6,0.84,0.68,0.82,0.86,0.87,0.81,0.6,306,218,50,46,306,286,66,46
0,25,binary,gbdt,0.003615976939713256,20,0.6,0.7,3,20,0.02060308574787291,0.1,0.4,0.4,0.84,0.67,0.85,0.83,0.88,0.79,0.91,0.59,0.84,0.67,0.81,0.86,0.88,0.8,0.58,308,213,55,44,308,280,72,44
1,21,binary,gbdt,0.003910805185914944,20,0.5,0.7,5,30,0.007256427738299645,0.2,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,306,219,49,46,306,288,64,46
4,3,binary,dart,0.0021435913583115196,10,0.5,0.7,5,10,0.04324315059769658,0.0,0.1,0.4,0.82,0.63,0.82,0.82,0.88,0.74,0.91,0.54,0.81,0.63,0.77,0.86,0.88,0.74,0.54,308,200,69,43,308,261,90,43
4,36,binary,gbdt,0.004850441289814548,20,0.5,0.6,7,20,0.0028076759637862374,0.1,0.4,0.1,0.84,0.66,0.85,0.82,0.87,0.8,0.91,0.58,0.83,0.66,0.81,0.86,0.87,0.79,0.57,304,214,55,47,304,279,72,47
4,20,binary,gbdt,0.004283734026447106,15,0.7,0.5,3,20,0.012499994922112182,0.2,0.4,0.1,0.83,0.65,0.85,0.8,0.85,0.8,0.91,0.56,0.82,0.65,0.81,0.84,0.85,0.8,0.56,297,216,53,54,297,282,69,54
0,21,binary,gbdt,0.003910805185914944,20,0.5,0.7,5,30,0.007256427738299645,0.2,0.7,0.1,0.84,0.68,0.85,0.83,0.88,0.79,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,309,213,55,43,309,280,72,43
1,24,binary,gbdt,0.0028014282030494335,15,0.5,0.7,5,30,0.007198881150818282,0.2,0.9999999999999999,0.1,0.84,0.67,0.85,0.83,0.88,0.79,0.91,0.59,0.84,0.67,0.81,0.86,0.88,0.8,0.58,308,213,55,44,308,280,72,44
4,2,binary,gbdt,0.0013389793258751861,20,0.8,0.8,1,30,0.0050219070458047774,0.2,0.9999999999999999,0.1,0.83,0.65,0.84,0.82,0.87,0.78,0.91,0.56,0.82,0.65,0.8,0.85,0.87,0.78,0.56,304,210,59,47,304,274,77,47
0,24,binary,gbdt,0.0028014282030494335,15,0.5,0.7,5,30,0.007198881150818282,0.2,0.9999999999999999,0.1,0.84,0.67,0.84,0.83,0.88,0.78,0.91,0.58,0.83,0.67,0.8,0.87,0.88,0.78,0.58,310,209,59,42,310,275,77,42
1,36,binary,gbdt,0.004850441289814548,20,0.5,0.6,7,20,0.0028076759637862374,0.1,0.4,0.1,0.85,0.7,0.86,0.84,0.88,0.82,0.91,0.61,0.85,0.7,0.83,0.87,0.88,0.82,0.61,309,219,49,43,309,288,64,43
4,1,binary,dart,0.003007758792262021,20,0.5,0.9,1,30,0.004348900050479972,0.2,0.4,0.4,0.83,0.64,0.83,0.83,0.88,0.76,0.91,0.56,0.82,0.64,0.78,0.86,0.88,0.76,0.55,308,204,65,43,308,266,85,43
0,22,binary,gbdt,0.004020740218246234,20,0.5,0.7,5,30,0.00320286591466317,0.2,0.7,0.1,0.85,0.68,0.85,0.84,0.88,0.8,0.91,0.6,0.84,0.68,0.81,0.87,0.88,0.8,0.59,310,214,54,42,310,281,71,42
1,22,binary,gbdt,0.004020740218246234,20,0.5,0.7,5,30,0.00320286591466317,0.2,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,306,219,49,46,306,288,64,46
0,1,binary,dart,0.003007758792262021,20,0.5,0.9,1,30,0.004348900050479972,0.2,0.4,0.4,0.84,0.67,0.83,0.86,0.91,0.75,0.91,0.59,0.83,0.67,0.79,0.89,0.91,0.75,0.58,319,202,66,33,319,265,87,33
4,37,binary,gbdt,0.0014667387396235223,15,0.6,0.7,5,40,0.005409191808021579,0.1,0.9999999999999999,0.1,0.83,0.66,0.84,0.83,0.88,0.77,0.91,0.57,0.83,0.66,0.79,0.87,0.88,0.77,0.57,309,208,61,42,309,271,80,42
1,23,binary,gbdt,0.0035932193108436728,20,0.5,0.6,5,30,0.014981598150719245,0.2,0.7,0.1,0.85,0.68,0.86,0.83,0.87,0.81,0.91,0.6,0.84,0.68,0.82,0.86,0.87,0.81,0.6,306,218,50,46,306,286,66,46
1,25,binary,gbdt,0.003615976939713256,20,0.6,0.7,3,20,0.02060308574787291,0.1,0.4,0.4,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,306,219,49,46,306,288,64,46
0,15,binary,gbdt,0.002256713746926198,20,0.6,0.8,5,20,0.0023733153082907193,0.0,0.9999999999999999,0.4,0.84,0.68,0.85,0.84,0.88,0.79,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,310,213,55,42,310,280,72,42
0,36,binary,gbdt,0.004850441289814548,20,0.5,0.6,7,20,0.0028076759637862374,0.1,0.4,0.1,0.85,0.69,0.86,0.83,0.88,0.81,0.91,0.6,0.84,0.69,0.82,0.87,0.88,0.81,0.6,309,216,52,43,309,284,68,43
1,26,binary,gbdt,0.004435957052527733,10,0.5,0.6,5,30,0.006498423519624841,0.2,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,306,219,49,46,306,288,64,46
4,4,binary,gbdt,0.00399033131253107,5,0.6,0.6,5,30,0.004362705344191273,0.1,0.1,0.9999999999999999,0.83,0.65,0.84,0.81,0.86,0.79,0.91,0.56,0.82,0.65,0.8,0.85,0.86,0.79,0.56,302,212,57,49,302,277,74,49
1,20,binary,gbdt,0.004283734026447106,15,0.7,0.5,3,20,0.012499994922112182,0.2,0.4,0.1,0.85,0.7,0.87,0.83,0.87,0.83,0.91,0.61,0.85,0.7,0.84,0.86,0.87,0.83,0.61,306,222,46,46,306,292,60,46
0,20,binary,gbdt,0.004283734026447106,15,0.7,0.5,3,20,0.012499994922112182,0.2,0.4,0.1,0.83,0.66,0.84,0.82,0.87,0.79,0.91,0.57,0.83,0.66,0.8,0.86,0.87,0.79,0.57,305,212,56,47,305,278,74,47
1,6,binary,gbdt,0.004298643092911157,15,0.7,0.8,5,30,0.004542591917927929,0.1,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,306,219,49,46,306,288,64,46
1,35,binary,gbdt,0.0036808741168067533,20,0.6,0.8,5,30,0.0040356095198998305,0.2,0.7,0.4,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.86,0.87,0.82,0.6,306,220,48,46,306,289,63,46
0,35,binary,gbdt,0.0036808741168067533,20,0.6,0.8,5,30,0.0040356095198998305,0.2,0.7,0.4,0.84,0.68,0.85,0.83,0.88,0.8,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,308,215,53,44,308,282,70,44
0,6,binary,gbdt,0.004298643092911157,15,0.7,0.8,5,30,0.004542591917927929,0.1,0.7,0.1,0.85,0.69,0.86,0.84,0.88,0.81,0.91,0.6,0.84,0.69,0.82,0.87,0.88,0.81,0.6,310,216,52,42,310,284,68,42
0,26,binary,gbdt,0.004435957052527733,10,0.5,0.6,5,30,0.006498423519624841,0.2,0.7,0.1,0.84,0.67,0.85,0.83,0.88,0.79,0.91,0.59,0.83,0.67,0.81,0.87,0.88,0.79,0.58,309,212,56,43,309,278,74,43
4,34,binary,dart,0.0030829551511927706,20,0.5,0.7,5,30,0.014346505836854638,0.2,0.9999999999999999,0.1,0.83,0.65,0.83,0.83,0.88,0.76,0.91,0.56,0.82,0.65,0.79,0.86,0.88,0.76,0.56,309,205,64,42,309,267,84,42
3,64,binary,gbdt,0.0043362998025894325,20,0.5,0.8,5,10,0.010933664179005516,0.0,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.73,0.9,0.52,0.8,0.6,0.76,0.85,0.87,0.73,0.51,304,197,72,47,304,257,94,47
3,74,binary,gbdt,0.004628492213230162,20,0.6,0.9,5,10,0.009773347008827515,0.0,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.52,304,199,70,47,304,260,91,47
3,63,binary,gbdt,0.004694740324268083,20,0.5,0.9,5,10,0.012356941808962896,0.0,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.52,305,198,71,46,305,258,93,46
3,73,binary,gbdt,0.004290187099995922,20,0.5,0.8,5,10,0.01388626820237989,0.0,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.52,0.8,0.61,0.77,0.85,0.87,0.74,0.52,304,198,71,47,304,258,93,47
3,70,binary,gbdt,0.004533668348662841,20,0.6,0.8,5,10,0.011746152424369459,0.0,0.7,0.9999999999999999,0.81,0.61,0.81,0.81,0.87,0.73,0.9,0.52,0.8,0.61,0.76,0.85,0.87,0.73,0.52,305,197,72,46,305,257,94,46
3,67,binary,gbdt,0.004694758545133592,20,0.6,0.9,5,10,0.01506651794669627,0.0,0.7,0.1,0.81,0.62,0.82,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.53,304,200,69,47,304,261,90,47
3,21,binary,gbdt,0.003910805185914944,20,0.5,0.7,5,30,0.007256427738299645,0.2,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.52,0.8,0.61,0.77,0.85,0.87,0.74,0.52,304,198,71,47,304,258,93,47
3,66,binary,gbdt,0.0043479491326116676,20,0.5,0.8,7,10,0.01003768546190702,0.0,0.7,0.1,0.82,0.63,0.81,0.82,0.88,0.74,0.9,0.54,0.81,0.62,0.77,0.86,0.88,0.74,0.53,308,199,70,43,308,260,91,43
3,65,binary,gbdt,0.004662174395744968,20,0.5,0.8,5,10,0.010544945224672787,0.0,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.52,0.8,0.61,0.77,0.85,0.87,0.74,0.52,304,198,71,47,304,258,93,47
3,71,binary,gbdt,0.004738680268840216,20,0.6,0.9,5,10,0.015528505983626489,0.0,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.52,0.8,0.61,0.77,0.85,0.87,0.74,0.52,304,198,71,47,304,258,93,47
3,20,binary,gbdt,0.004283734026447106,15,0.7,0.5,3,20,0.012499994922112182,0.2,0.4,0.1,0.8,0.6,0.81,0.8,0.86,0.73,0.9,0.51,0.8,0.6,0.76,0.84,0.86,0.73,0.51,303,196,73,48,303,256,95,48
3,19,binary,gbdt,0.004043457739443902,20,0.5,0.7,5,30,0.008403294673232151,0.2,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.52,0.8,0.61,0.77,0.85,0.87,0.74,0.52,304,198,71,47,304,258,93,47
3,72,binary,gbdt,0.004692038953702798,20,0.6,0.9,5,10,0.016562005546733292,0.0,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.52,304,199,70,47,304,260,91,47
3,68,binary,gbdt,0.004706345282918489,20,0.6,0.9,5,10,0.016081106827738244,0.0,0.7,0.1,0.81,0.62,0.82,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.53,304,200,69,47,304,261,90,47
1,38,binary,dart,0.0010718571822031452,10,0.5,0.7,3,30,0.011045790609629869,0.2,0.4,0.4,0.81,0.61,0.8,0.84,0.89,0.7,0.9,0.53,0.8,0.61,0.75,0.87,0.89,0.7,0.52,315,188,80,37,315,247,105,37
3,75,binary,gbdt,0.004368652469795223,20,0.5,0.9,5,10,0.013836612680750156,0.0,0.7,0.1,0.81,0.62,0.81,0.82,0.87,0.74,0.9,0.53,0.81,0.62,0.77,0.85,0.87,0.74,0.53,306,199,70,45,306,260,91,45
0,3,binary,dart,0.0021435913583115196,10,0.5,0.7,5,10,0.04324315059769658,0.0,0.1,0.4,0.83,0.66,0.81,0.87,0.91,0.72,0.9,0.57,0.82,0.65,0.76,0.89,0.91,0.72,0.56,322,193,75,30,322,253,99,30
1,5,binary,gbdt,0.001122846475549126,15,0.9,0.5,3,20,0.04255844188903071,0.1,0.4,0.9999999999999999,0.83,0.66,0.84,0.82,0.87,0.78,0.9,0.57,0.83,0.66,0.8,0.86,0.87,0.78,0.57,306,210,58,46,306,276,76,46
0,5,binary,gbdt,0.001122846475549126,15,0.9,0.5,3,20,0.04255844188903071,0.1,0.4,0.9999999999999999,0.83,0.64,0.83,0.82,0.87,0.76,0.9,0.56,0.82,0.64,0.79,0.86,0.87,0.76,0.55,307,205,63,45,307,269,83,45
3,91,binary,gbdt,0.004677439177050696,20,0.6,0.9,5,10,0.016531379275677847,0.0,0.7,0.1,0.81,0.62,0.82,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.53,304,200,69,47,304,261,90,47
1,4,binary,gbdt,0.00399033131253107,5,0.6,0.6,5,30,0.004362705344191273,0.1,0.1,0.9999999999999999,0.84,0.68,0.85,0.82,0.87,0.81,0.9,0.59,0.84,0.68,0.82,0.86,0.87,0.81,0.59,306,216,52,46,306,284,68,46
3,92,binary,gbdt,0.004622440571736612,20,0.6,0.9,5,10,0.012199758147912944,0.0,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.52,304,199,70,47,304,260,91,47
0,4,binary,gbdt,0.00399033131253107,5,0.6,0.6,5,30,0.004362705344191273,0.1,0.1,0.9999999999999999,0.83,0.66,0.84,0.83,0.88,0.77,0.9,0.57,0.83,0.66,0.79,0.87,0.88,0.77,0.57,310,207,61,42,310,272,80,42
3,93,binary,gbdt,0.004815583727855788,20,0.6,0.9,5,10,0.01350588833214403,0.0,0.7,0.1,0.81,0.62,0.82,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.53,304,200,69,47,304,261,90,47
1,3,binary,dart,0.0021435913583115196,10,0.5,0.7,5,10,0.04324315059769658,0.0,0.1,0.4,0.83,0.65,0.83,0.84,0.89,0.75,0.9,0.57,0.82,0.65,0.78,0.87,0.89,0.75,0.56,313,202,66,39,313,265,87,39
3,94,binary,gbdt,0.004344875486223216,20,0.6,0.8,5,10,0.014983960681136672,0.0,0.7,0.1,0.81,0.62,0.81,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.53,305,199,70,46,305,260,91,46
3,76,binary,gbdt,0.004939076228328089,20,0.6,0.8,5,10,0.011031990782834157,0.0,0.7,0.1,0.81,0.61,0.81,0.8,0.86,0.74,0.9,0.52,0.8,0.61,0.77,0.84,0.86,0.74,0.52,302,200,69,49,302,261,90,49
3,95,binary,gbdt,0.004988417804946296,20,0.6,0.9,5,10,0.0102018516648273,0.0,0.7,0.1,0.81,0.62,0.81,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.53,305,199,70,46,305,260,91,46
1,2,binary,gbdt,0.0013389793258751861,20,0.8,0.8,1,30,0.0050219070458047774,0.2,0.9999999999999999,0.1,0.84,0.67,0.84,0.83,0.88,0.78,0.9,0.58,0.83,0.66,0.8,0.87,0.88,0.78,0.58,309,210,58,43,309,276,76,43
0,2,binary,gbdt,0.0013389793258751861,20,0.8,0.8,1,30,0.0050219070458047774,0.2,0.9999999999999999,0.1,0.84,0.68,0.84,0.85,0.89,0.78,0.9,0.59,0.83,0.67,0.8,0.88,0.89,0.78,0.58,314,208,60,38,314,273,79,38
3,96,binary,gbdt,0.004142171060469267,20,0.5,0.9,5,10,0.022449946577013137,0.0,0.7,0.1,0.81,0.62,0.81,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.52,306,198,71,45,306,258,93,45
1,1,binary,dart,0.003007758792262021,20,0.5,0.9,1,30,0.004348900050479972,0.2,0.4,0.4,0.84,0.67,0.84,0.84,0.89,0.78,0.9,0.58,0.83,0.67,0.8,0.87,0.89,0.78,0.58,312,208,60,40,312,273,79,40
3,97,binary,gbdt,0.004513970019640387,20,0.7,0.8,5,10,0.008794090243964317,0.0,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.52,0.8,0.61,0.77,0.85,0.87,0.74,0.52,304,198,71,47,304,258,93,47
0,99,binary,gbdt,0.003951080725542105,5,0.5,0.9,5,10,0.027518419204939304,0.0,0.7,0.1,0.83,0.65,0.83,0.83,0.88,0.76,0.9,0.56,0.82,0.64,0.78,0.86,0.88,0.76,0.55,310,203,65,42,310,267,85,42
1,99,binary,gbdt,0.003951080725542105,5,0.5,0.9,5,10,0.027518419204939304,0.0,0.7,0.1,0.84,0.66,0.85,0.82,0.87,0.79,0.9,0.58,0.83,0.66,0.81,0.86,0.87,0.79,0.57,306,212,56,46,306,278,74,46
3,90,binary,gbdt,0.0038499108811824163,20,0.5,0.9,5,10,0.019957887261862883,0.0,0.7,0.1,0.81,0.62,0.81,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.52,306,198,71,45,306,258,93,45
4,5,binary,gbdt,0.001122846475549126,15,0.9,0.5,3,20,0.04255844188903071,0.1,0.4,0.9999999999999999,0.83,0.66,0.84,0.83,0.87,0.78,0.9,0.57,0.83,0.66,0.8,0.86,0.87,0.78,0.57,307,210,59,44,307,274,77,44
3,88,binary,gbdt,0.004842111915913908,20,0.5,0.8,5,10,0.008005897080838839,0.0,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.52,0.8,0.61,0.77,0.85,0.87,0.74,0.52,304,198,71,47,304,258,93,47
3,6,binary,gbdt,0.004298643092911157,15,0.7,0.8,5,30,0.004542591917927929,0.1,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.73,0.9,0.52,0.8,0.6,0.76,0.85,0.87,0.73,0.51,304,197,72,47,304,257,94,47
3,77,binary,gbdt,0.004231666476406465,20,0.5,0.8,5,10,0.00889720575354708,0.0,0.7,0.1,0.81,0.62,0.81,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.52,306,198,71,45,306,258,93,45
3,12,binary,gbdt,0.004948608450723505,15,0.7,0.8,7,40,0.0010847531983318138,0.1,0.7,0.1,0.81,0.62,0.81,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.53,305,199,70,46,305,260,91,46
3,78,binary,gbdt,0.004592739988950461,20,0.5,0.8,5,10,0.018207188157605428,0.0,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.73,0.9,0.52,0.8,0.61,0.76,0.85,0.87,0.73,0.52,305,197,72,46,305,257,94,46
3,22,binary,gbdt,0.004020740218246234,20,0.5,0.7,5,30,0.00320286591466317,0.2,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.52,304,199,70,47,304,260,91,47
3,11,binary,gbdt,0.004912781788816002,15,0.7,0.9,7,40,0.0014113277523368935,0.1,0.7,0.1,0.81,0.62,0.82,0.81,0.87,0.75,0.9,0.53,0.81,0.62,0.77,0.85,0.87,0.75,0.53,304,201,68,47,304,262,89,47
1,80,binary,dart,0.00437450861068609,20,0.5,0.8,7,10,0.013269255617699774,0.0,0.7,0.1,0.84,0.67,0.84,0.83,0.88,0.79,0.9,0.59,0.83,0.67,0.81,0.87,0.88,0.79,0.58,310,211,57,42,310,277,75,42
3,81,binary,gbdt,0.004724090947771987,20,0.6,0.9,5,10,0.015676811568709103,0.0,0.7,0.1,0.81,0.62,0.82,0.81,0.87,0.75,0.9,0.53,0.81,0.62,0.77,0.85,0.87,0.75,0.53,304,201,68,47,304,262,89,47
3,10,binary,gbdt,0.004593444805837145,15,0.7,0.9,7,40,0.0010866574115857802,0.1,0.7,0.1,0.81,0.62,0.82,0.81,0.87,0.74,0.9,0.53,0.81,0.62,0.77,0.85,0.87,0.74,0.53,305,200,69,46,305,261,90,46
3,82,binary,gbdt,0.004775019780451891,20,0.6,0.9,5,10,0.01071268716488402,0.0,0.7,0.1,0.81,0.62,0.82,0.81,0.87,0.74,0.9,0.53,0.81,0.62,0.77,0.85,0.87,0.74,0.53,305,200,69,46,305,261,90,46
