fold,trial,objective,boosting_type,learning_rate,num_leaves,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,min_child_weight,min_split_gain,reg_alpha,reg_lambda,Accuracy,MCC,PPV,NPV,Sensitivity,Specificity,AUC,OPM,n_Accuracy,n_MCC,n_PPV,n_NPV,n_Sensitivity,n_Specificity,n_OPM,TP,TN,FP,FN,n_TP,n_TN,n_FP,n_FN
1,41,binary,gbdt,0.003991419847248982,20,0.5,0.7,5,30,0.003221014601688198,0.2,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,306,219,49,46,306,288,64,46
1,57,binary,gbdt,0.0038348319643373057,20,0.7,0.5,5,20,0.01917526022928056,0.2,0.7,0.4,0.85,0.7,0.87,0.83,0.87,0.83,0.91,0.61,0.85,0.7,0.84,0.86,0.87,0.83,0.61,306,222,46,46,306,292,60,46
0,41,binary,gbdt,0.003991419847248982,20,0.5,0.7,5,30,0.003221014601688198,0.2,0.7,0.1,0.84,0.68,0.85,0.83,0.88,0.8,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,309,214,54,43,309,281,71,43
4,57,binary,gbdt,0.0038348319643373057,20,0.7,0.5,5,20,0.01917526022928056,0.2,0.7,0.4,0.83,0.64,0.84,0.8,0.85,0.79,0.91,0.56,0.82,0.65,0.8,0.84,0.85,0.79,0.56,299,213,56,52,299,278,73,52
1,39,binary,gbdt,0.002872934527983262,20,0.6,0.7,1,20,0.025229162806327966,0.2,0.1,0.1,0.85,0.69,0.86,0.83,0.88,0.82,0.91,0.61,0.85,0.69,0.83,0.87,0.88,0.82,0.61,308,219,49,44,308,288,64,44
0,43,binary,gbdt,0.004495078519221168,20,0.5,0.6,5,30,0.0036592299721074075,0.2,0.7,0.1,0.84,0.67,0.85,0.82,0.87,0.79,0.91,0.58,0.83,0.67,0.81,0.86,0.87,0.8,0.58,306,213,55,46,306,280,72,46
1,44,binary,gbdt,0.0037990402325491545,20,0.9,0.7,5,40,0.0017031061923088243,0.2,0.7,0.1,0.85,0.68,0.87,0.82,0.86,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.86,0.82,0.6,303,221,47,49,303,290,62,49
0,55,binary,gbdt,0.004472901903940401,20,0.6,0.8,5,20,0.02903715604960318,0.1,0.7,0.1,0.84,0.68,0.85,0.83,0.88,0.8,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,308,215,53,44,308,282,70,44
1,43,binary,gbdt,0.004495078519221168,20,0.5,0.6,5,30,0.0036592299721074075,0.2,0.7,0.1,0.85,0.69,0.87,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.86,0.87,0.82,0.61,306,221,47,46,306,290,62,46
4,48,binary,dart,0.0034374258170566893,20,0.5,0.6,7,40,0.0030790007665954817,0.2,0.7,0.9999999999999999,0.83,0.65,0.83,0.82,0.87,0.77,0.91,0.56,0.82,0.64,0.79,0.86,0.87,0.77,0.56,306,207,62,45,306,270,81,45
0,58,binary,gbdt,0.0020536720781438606,15,0.5,0.7,3,30,0.002260367604495256,0.2,0.7,0.1,0.83,0.66,0.83,0.84,0.89,0.76,0.91,0.57,0.82,0.65,0.79,0.87,0.89,0.76,0.56,312,204,64,40,312,268,84,40
0,48,binary,dart,0.0034374258170566893,20,0.5,0.6,7,40,0.0030790007665954817,0.2,0.7,0.9999999999999999,0.83,0.66,0.82,0.85,0.9,0.74,0.91,0.57,0.82,0.65,0.78,0.88,0.9,0.74,0.56,318,198,70,34,318,260,92,34
4,50,binary,gbdt,0.0026089797305536176,15,0.7,0.7,5,30,0.007929552295171179,0.2,0.9999999999999999,0.4,0.84,0.66,0.85,0.82,0.86,0.8,0.91,0.58,0.83,0.67,0.81,0.85,0.86,0.8,0.58,303,215,54,48,303,281,70,48
0,51,binary,gbdt,0.004193992592077334,20,0.6,0.7,3,20,0.02149047243159083,0.1,0.4,0.4,0.84,0.68,0.85,0.83,0.88,0.8,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,309,214,54,43,309,281,71,43
1,47,binary,gbdt,0.004718781109220948,15,0.6,0.8,3,30,0.00391812654376432,0.1,0.9999999999999999,0.1,0.85,0.7,0.87,0.83,0.88,0.82,0.91,0.62,0.85,0.7,0.83,0.87,0.88,0.82,0.61,308,221,47,44,308,290,62,44
0,47,binary,gbdt,0.004718781109220948,15,0.6,0.8,3,30,0.00391812654376432,0.1,0.9999999999999999,0.1,0.84,0.68,0.85,0.83,0.88,0.8,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,309,214,54,43,309,281,71,43
1,51,binary,gbdt,0.004193992592077334,20,0.6,0.7,3,20,0.02149047243159083,0.1,0.4,0.4,0.85,0.69,0.86,0.83,0.88,0.81,0.91,0.6,0.84,0.69,0.82,0.87,0.88,0.81,0.6,308,218,50,44,308,286,66,44
1,46,binary,gbdt,0.003305940160264824,20,0.6,0.7,5,20,0.004990598369268039,0.2,0.7,0.1,0.85,0.68,0.86,0.82,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,305,219,49,47,305,288,64,47
0,52,binary,gbdt,0.0037209866834847748,20,0.6,0.7,3,20,0.03341515577734923,0.1,0.4,0.7,0.84,0.68,0.85,0.83,0.88,0.8,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,309,214,54,43,309,281,71,43
0,46,binary,gbdt,0.003305940160264824,20,0.6,0.7,5,20,0.004990598369268039,0.2,0.7,0.1,0.85,0.68,0.85,0.83,0.88,0.8,0.91,0.6,0.84,0.68,0.82,0.87,0.88,0.8,0.59,309,215,53,43,309,282,70,43
1,52,binary,gbdt,0.0037209866834847748,20,0.6,0.7,3,20,0.03341515577734923,0.1,0.4,0.7,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.86,0.87,0.82,0.6,306,220,48,46,306,289,63,46
4,45,binary,gbdt,0.0031675542545420207,5,0.5,0.8,7,30,0.0014276957652649314,0.1,0.4,0.1,0.83,0.64,0.83,0.82,0.87,0.77,0.91,0.56,0.82,0.64,0.79,0.86,0.87,0.77,0.55,306,206,63,45,306,269,82,45
4,44,binary,gbdt,0.0037990402325491545,20,0.9,0.7,5,40,0.0017031061923088243,0.2,0.7,0.1,0.83,0.65,0.84,0.8,0.85,0.8,0.91,0.56,0.82,0.64,0.81,0.84,0.85,0.79,0.56,298,214,55,53,298,279,72,53
0,53,binary,gbdt,0.003501930532023668,20,0.7,0.7,1,20,0.04893499657187613,0.1,0.1,0.1,0.85,0.69,0.85,0.84,0.88,0.8,0.91,0.6,0.84,0.68,0.82,0.87,0.88,0.8,0.6,310,215,53,42,310,282,70,42
1,53,binary,gbdt,0.003501930532023668,20,0.7,0.7,1,20,0.04893499657187613,0.1,0.1,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.87,0.87,0.82,0.61,307,220,48,45,307,289,63,45
1,49,binary,gbdt,0.004973995987649795,10,0.5,0.8,5,20,0.0023643141553542552,0.1,0.4,0.1,0.84,0.67,0.85,0.82,0.86,0.81,0.91,0.58,0.84,0.67,0.82,0.86,0.86,0.81,0.58,304,216,52,48,304,284,68,48
0,44,binary,gbdt,0.0037990402325491545,20,0.9,0.7,5,40,0.0017031061923088243,0.2,0.7,0.1,0.84,0.66,0.85,0.82,0.87,0.79,0.91,0.58,0.83,0.66,0.81,0.86,0.87,0.8,0.58,305,213,55,47,305,280,72,47
0,54,binary,gbdt,0.004090267616480246,20,0.5,0.7,3,10,0.017545598889882937,0.1,0.4,0.4,0.85,0.69,0.85,0.84,0.89,0.8,0.91,0.6,0.84,0.69,0.81,0.88,0.89,0.8,0.6,312,214,54,40,312,281,71,40
4,43,binary,gbdt,0.004495078519221168,20,0.5,0.6,5,30,0.0036592299721074075,0.2,0.7,0.1,0.83,0.66,0.85,0.81,0.86,0.8,0.91,0.57,0.83,0.66,0.81,0.85,0.86,0.8,0.57,301,215,54,50,301,281,70,50
1,54,binary,gbdt,0.004090267616480246,20,0.5,0.7,3,10,0.017545598889882937,0.1,0.4,0.4,0.85,0.69,0.86,0.83,0.88,0.81,0.91,0.6,0.84,0.69,0.82,0.87,0.88,0.81,0.6,309,217,51,43,309,285,67,43
1,50,binary,gbdt,0.0026089797305536176,15,0.7,0.7,5,30,0.007929552295171179,0.2,0.9999999999999999,0.4,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,306,219,49,46,306,288,64,46
0,50,binary,gbdt,0.0026089797305536176,15,0.7,0.7,5,30,0.007929552295171179,0.2,0.9999999999999999,0.4,0.84,0.67,0.85,0.83,0.87,0.8,0.91,0.59,0.84,0.67,0.81,0.86,0.87,0.8,0.58,307,214,54,45,307,281,71,45
1,58,binary,gbdt,0.0020536720781438606,15,0.5,0.7,3,30,0.002260367604495256,0.2,0.7,0.1,0.85,0.68,0.85,0.84,0.88,0.79,0.91,0.6,0.84,0.68,0.81,0.87,0.88,0.8,0.59,311,213,55,41,311,280,72,41
4,80,binary,dart,0.00437450861068609,20,0.5,0.8,7,10,0.013269255617699774,0.0,0.7,0.1,0.83,0.65,0.83,0.83,0.88,0.76,0.91,0.56,0.82,0.64,0.79,0.86,0.88,0.76,0.55,308,205,64,43,308,267,84,43
1,82,binary,gbdt,0.004775019780451891,20,0.6,0.9,5,10,0.01071268716488402,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.88,0.82,0.91,0.61,0.85,0.69,0.83,0.87,0.88,0.82,0.61,308,219,49,44,308,288,64,44
1,83,binary,gbdt,0.004555677588960811,20,0.6,0.9,5,10,0.01481657684723192,0.0,0.7,0.1,0.85,0.7,0.87,0.84,0.88,0.82,0.91,0.62,0.85,0.7,0.83,0.87,0.88,0.82,0.61,309,220,48,43,309,289,63,43
1,84,binary,gbdt,0.004774102336959872,20,0.6,0.9,5,10,0.011473831555112472,0.0,0.7,0.1,0.85,0.7,0.87,0.84,0.88,0.82,0.91,0.62,0.85,0.7,0.83,0.87,0.88,0.82,0.61,309,220,48,43,309,289,63,43
0,85,binary,gbdt,0.0041841885983293315,20,0.6,0.8,5,10,0.009422982922931696,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.88,0.81,0.91,0.6,0.84,0.69,0.82,0.87,0.88,0.81,0.6,309,216,52,43,309,284,68,43
1,85,binary,gbdt,0.0041841885983293315,20,0.6,0.8,5,10,0.009422982922931696,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.87,0.87,0.82,0.61,307,220,48,45,307,289,63,45
1,86,binary,gbdt,0.004045457130578751,20,0.5,0.8,5,10,0.023719320282452085,0.0,0.7,0.1,0.84,0.68,0.86,0.83,0.87,0.81,0.91,0.59,0.84,0.68,0.82,0.86,0.87,0.81,0.59,306,217,51,46,306,285,67,46
0,87,binary,gbdt,0.004443092927617124,20,0.7,0.9,5,10,0.006787275838721423,0.0,0.7,0.1,0.85,0.69,0.85,0.84,0.88,0.8,0.91,0.6,0.84,0.69,0.82,0.87,0.88,0.8,0.6,311,215,53,41,311,282,70,41
1,87,binary,gbdt,0.004443092927617124,20,0.7,0.9,5,10,0.006787275838721423,0.0,0.7,0.1,0.85,0.69,0.87,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.86,0.87,0.82,0.61,306,221,47,46,306,290,62,46
1,88,binary,gbdt,0.004842111915913908,20,0.5,0.8,5,10,0.008005897080838839,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.88,0.81,0.91,0.6,0.84,0.69,0.82,0.87,0.88,0.81,0.6,308,218,50,44,308,286,66,44
0,89,binary,gbdt,0.0017508367483744954,20,0.6,0.8,5,10,0.016857586301346927,0.0,0.7,0.7,0.85,0.68,0.85,0.84,0.89,0.79,0.91,0.6,0.84,0.68,0.81,0.88,0.89,0.79,0.59,313,211,57,39,313,277,75,39
1,89,binary,gbdt,0.0017508367483744954,20,0.6,0.8,5,10,0.016857586301346927,0.0,0.7,0.7,0.84,0.67,0.84,0.83,0.88,0.79,0.91,0.59,0.83,0.67,0.81,0.87,0.88,0.79,0.58,310,211,57,42,310,277,75,42
4,89,binary,gbdt,0.0017508367483744954,20,0.6,0.8,5,10,0.016857586301346927,0.0,0.7,0.7,0.84,0.66,0.84,0.83,0.87,0.78,0.91,0.58,0.83,0.66,0.8,0.86,0.87,0.78,0.57,307,211,58,44,307,275,76,44
0,90,binary,gbdt,0.0038499108811824163,20,0.5,0.9,5,10,0.019957887261862883,0.0,0.7,0.1,0.85,0.7,0.86,0.85,0.89,0.81,0.91,0.62,0.85,0.7,0.82,0.88,0.89,0.81,0.61,313,216,52,39,313,284,68,39
1,90,binary,gbdt,0.0038499108811824163,20,0.5,0.9,5,10,0.019957887261862883,0.0,0.7,0.1,0.85,0.68,0.86,0.83,0.87,0.81,0.91,0.6,0.84,0.68,0.82,0.86,0.87,0.81,0.6,307,217,51,45,307,285,67,45
1,91,binary,gbdt,0.004677439177050696,20,0.6,0.9,5,10,0.016531379275677847,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.88,0.81,0.91,0.6,0.84,0.69,0.82,0.87,0.88,0.81,0.6,308,218,50,44,308,286,66,44
1,92,binary,gbdt,0.004622440571736612,20,0.6,0.9,5,10,0.012199758147912944,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.87,0.87,0.82,0.61,307,220,48,45,307,289,63,45
1,93,binary,gbdt,0.004815583727855788,20,0.6,0.9,5,10,0.01350588833214403,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.87,0.87,0.82,0.61,307,220,48,45,307,289,63,45
0,94,binary,gbdt,0.004344875486223216,20,0.6,0.8,5,10,0.014983960681136672,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.88,0.81,0.91,0.6,0.84,0.69,0.82,0.87,0.88,0.81,0.6,308,217,51,44,308,285,67,44
1,94,binary,gbdt,0.004344875486223216,20,0.6,0.8,5,10,0.014983960681136672,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.86,0.87,0.82,0.6,307,219,49,45,307,288,64,45
1,95,binary,gbdt,0.004988417804946296,20,0.6,0.9,5,10,0.0102018516648273,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.88,0.82,0.91,0.61,0.85,0.69,0.83,0.87,0.88,0.82,0.61,308,219,49,44,308,288,64,44
1,96,binary,gbdt,0.004142171060469267,20,0.5,0.9,5,10,0.022449946577013137,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.81,0.91,0.6,0.84,0.69,0.82,0.86,0.87,0.81,0.6,307,218,50,45,307,286,66,45
1,97,binary,gbdt,0.004513970019640387,20,0.7,0.8,5,10,0.008794090243964317,0.0,0.7,0.1,0.85,0.7,0.87,0.83,0.87,0.82,0.91,0.61,0.85,0.7,0.83,0.87,0.87,0.82,0.61,307,221,47,45,307,290,62,45
0,98,binary,dart,0.004249541773187868,20,0.6,0.8,5,10,0.017927760164937988,0.0,0.7,0.1,0.84,0.68,0.84,0.84,0.89,0.78,0.91,0.59,0.84,0.67,0.8,0.87,0.89,0.78,0.59,312,210,58,40,312,276,76,40
1,98,binary,dart,0.004249541773187868,20,0.6,0.8,5,10,0.017927760164937988,0.0,0.7,0.1,0.84,0.67,0.85,0.82,0.87,0.79,0.91,0.58,0.83,0.66,0.81,0.86,0.87,0.79,0.58,307,212,56,45,307,278,74,45
4,98,binary,dart,0.004249541773187868,20,0.6,0.8,5,10,0.017927760164937988,0.0,0.7,0.1,0.83,0.66,0.84,0.82,0.87,0.78,0.91,0.57,0.83,0.66,0.8,0.86,0.87,0.78,0.57,306,211,58,45,306,275,76,45
1,81,binary,gbdt,0.004724090947771987,20,0.6,0.9,5,10,0.015676811568709103,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.86,0.87,0.82,0.6,307,219,49,45,307,288,64,45
0,80,binary,dart,0.00437450861068609,20,0.5,0.8,7,10,0.013269255617699774,0.0,0.7,0.1,0.85,0.68,0.84,0.86,0.9,0.77,0.91,0.6,0.84,0.68,0.8,0.89,0.9,0.77,0.59,317,207,61,35,317,272,80,35
4,58,binary,gbdt,0.0020536720781438606,15,0.5,0.7,3,30,0.002260367604495256,0.2,0.7,0.1,0.83,0.65,0.84,0.82,0.87,0.78,0.91,0.57,0.82,0.65,0.8,0.86,0.87,0.78,0.56,306,209,60,45,306,273,78,45
1,79,binary,gbdt,0.004998100816270525,20,0.7,0.9,5,10,0.01589698441951077,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,306,219,49,46,306,288,64,46
1,59,binary,gbdt,0.004650573054787844,20,0.6,0.8,5,10,0.01159430431201425,0.1,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,306,219,49,46,306,288,64,46
1,60,binary,gbdt,0.004709864460071347,20,0.5,0.8,5,10,0.010812842340396445,0.0,0.7,0.1,0.85,0.68,0.86,0.83,0.87,0.81,0.91,0.6,0.84,0.68,0.82,0.86,0.87,0.81,0.6,306,218,50,46,306,286,66,46
1,61,binary,gbdt,0.004641382007433648,20,0.5,0.8,5,10,0.011596114258996915,0.0,0.7,0.1,0.85,0.68,0.86,0.83,0.87,0.81,0.91,0.6,0.84,0.68,0.82,0.86,0.87,0.81,0.6,306,218,50,46,306,286,66,46
1,62,binary,gbdt,0.004663411310183621,20,0.5,0.8,5,10,0.011986403359589247,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,306,219,49,46,306,288,64,46
0,63,binary,gbdt,0.004694740324268083,20,0.5,0.9,5,10,0.012356941808962896,0.0,0.7,0.1,0.85,0.7,0.86,0.85,0.89,0.81,0.91,0.62,0.85,0.7,0.82,0.88,0.89,0.81,0.62,314,216,52,38,314,284,68,38
1,63,binary,gbdt,0.004694740324268083,20,0.5,0.9,5,10,0.012356941808962896,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.88,0.81,0.91,0.6,0.84,0.69,0.82,0.87,0.88,0.81,0.6,308,217,51,44,308,285,67,44
1,64,binary,gbdt,0.0043362998025894325,20,0.5,0.8,5,10,0.010933664179005516,0.0,0.7,0.1,0.85,0.68,0.86,0.83,0.87,0.81,0.91,0.6,0.84,0.68,0.82,0.86,0.87,0.81,0.6,306,218,50,46,306,286,66,46
1,65,binary,gbdt,0.004662174395744968,20,0.5,0.8,5,10,0.010544945224672787,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,306,219,49,46,306,288,64,46
0,66,binary,gbdt,0.0043479491326116676,20,0.5,0.8,7,10,0.01003768546190702,0.0,0.7,0.1,0.85,0.7,0.86,0.85,0.89,0.8,0.91,0.61,0.85,0.69,0.82,0.88,0.89,0.8,0.61,313,215,53,39,313,282,70,39
1,66,binary,gbdt,0.0043479491326116676,20,0.5,0.8,7,10,0.01003768546190702,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.86,0.87,0.82,0.6,307,219,49,45,307,288,64,45
1,67,binary,gbdt,0.004694758545133592,20,0.6,0.9,5,10,0.01506651794669627,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.81,0.91,0.6,0.84,0.69,0.82,0.86,0.87,0.81,0.6,307,218,50,45,307,286,66,45
1,68,binary,gbdt,0.004706345282918489,20,0.6,0.9,5,10,0.016081106827738244,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.86,0.87,0.82,0.6,307,219,49,45,307,288,64,45
4,38,binary,dart,0.0010718571822031452,10,0.5,0.7,3,30,0.011045790609629869,0.2,0.4,0.4,0.81,0.62,0.8,0.83,0.89,0.72,0.91,0.53,0.8,0.61,0.76,0.86,0.89,0.72,0.52,311,193,76,40,311,252,99,40
0,69,binary,dart,0.004942801180809148,20,0.5,0.9,5,10,0.012697698242572424,0.0,0.7,0.1,0.84,0.68,0.84,0.85,0.9,0.77,0.91,0.59,0.84,0.68,0.8,0.88,0.9,0.77,0.59,316,207,61,36,316,272,80,36
1,69,binary,dart,0.004942801180809148,20,0.5,0.9,5,10,0.012697698242572424,0.0,0.7,0.1,0.84,0.67,0.84,0.83,0.88,0.79,0.91,0.58,0.83,0.66,0.8,0.86,0.88,0.79,0.58,308,211,57,44,308,277,75,44
0,70,binary,gbdt,0.004533668348662841,20,0.6,0.8,5,10,0.011746152424369459,0.0,0.7,0.9999999999999999,0.84,0.68,0.85,0.83,0.88,0.8,0.91,0.59,0.84,0.68,0.81,0.86,0.88,0.8,0.59,308,214,54,44,308,281,71,44
1,70,binary,gbdt,0.004533668348662841,20,0.6,0.8,5,10,0.011746152424369459,0.0,0.7,0.9999999999999999,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.86,0.87,0.82,0.6,307,219,49,45,307,288,64,45
1,71,binary,gbdt,0.004738680268840216,20,0.6,0.9,5,10,0.015528505983626489,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.87,0.87,0.82,0.61,307,220,48,45,307,289,63,45
1,72,binary,gbdt,0.004692038953702798,20,0.6,0.9,5,10,0.016562005546733292,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.61,0.85,0.69,0.83,0.86,0.87,0.82,0.6,307,219,49,45,307,288,64,45
1,73,binary,gbdt,0.004290187099995922,20,0.5,0.8,5,10,0.01388626820237989,0.0,0.7,0.1,0.85,0.68,0.86,0.83,0.87,0.81,0.91,0.6,0.84,0.68,0.82,0.86,0.87,0.81,0.6,306,218,50,46,306,286,66,46
1,74,binary,gbdt,0.004628492213230162,20,0.6,0.9,5,10,0.009773347008827515,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.88,0.82,0.91,0.61,0.85,0.69,0.83,0.87,0.88,0.82,0.61,308,219,49,44,308,288,64,44
1,75,binary,gbdt,0.004368652469795223,20,0.5,0.9,5,10,0.013836612680750156,0.0,0.7,0.1,0.85,0.68,0.86,0.83,0.87,0.81,0.91,0.6,0.84,0.68,0.82,0.86,0.87,0.81,0.6,307,217,51,45,307,285,67,45
1,76,binary,gbdt,0.004939076228328089,20,0.6,0.8,5,10,0.011031990782834157,0.0,0.7,0.1,0.85,0.69,0.86,0.83,0.88,0.82,0.91,0.61,0.85,0.69,0.83,0.87,0.88,0.82,0.61,308,219,49,44,308,288,64,44
1,77,binary,gbdt,0.004231666476406465,20,0.5,0.8,5,10,0.00889720575354708,0.0,0.7,0.1,0.85,0.68,0.86,0.82,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,305,219,49,47,305,288,64,47
1,78,binary,gbdt,0.004592739988950461,20,0.5,0.8,5,10,0.018207188157605428,0.0,0.7,0.1,0.84,0.68,0.86,0.82,0.86,0.81,0.91,0.59,0.84,0.68,0.82,0.86,0.86,0.81,0.59,304,218,50,48,304,286,66,48
0,39,binary,gbdt,0.002872934527983262,20,0.6,0.7,1,20,0.025229162806327966,0.2,0.1,0.1,0.85,0.69,0.85,0.84,0.88,0.8,0.91,0.6,0.84,0.68,0.81,0.87,0.88,0.8,0.6,311,214,54,41,311,281,71,41
4,99,binary,gbdt,0.003951080725542105,5,0.5,0.9,5,10,0.027518419204939304,0.0,0.7,0.1,0.83,0.66,0.84,0.82,0.87,0.78,0.91,0.57,0.83,0.66,0.8,0.86,0.87,0.78,0.57,306,211,58,45,306,275,76,45
0,23,binary,gbdt,0.0035932193108436728,20,0.5,0.6,5,30,0.014981598150719245,0.2,0.7,0.1,0.84,0.68,0.85,0.84,0.88,0.79,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.79,0.59,311,212,56,41,311,278,74,41
0,17,binary,gbdt,0.0025808517117786524,10,0.8,0.6,7,10,0.0025804215092136806,0.0,0.9999999999999999,0.4,0.84,0.67,0.85,0.83,0.88,0.79,0.91,0.59,0.84,0.67,0.81,0.86,0.88,0.8,0.58,308,213,55,44,308,280,72,44
4,27,binary,gbdt,0.0018766389406196077,15,0.8,0.8,3,20,0.0036290930789808773,0.1,0.9999999999999999,0.4,0.84,0.66,0.85,0.82,0.86,0.8,0.91,0.58,0.83,0.67,0.81,0.85,0.86,0.8,0.58,303,215,54,48,303,281,70,48
0,32,binary,gbdt,0.003872907565795822,20,0.5,0.7,5,30,0.007804287057804024,0.2,0.7,0.1,0.84,0.68,0.85,0.83,0.88,0.8,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,309,214,54,43,309,281,71,43
1,11,binary,gbdt,0.004912781788816002,15,0.7,0.9,7,40,0.0014113277523368935,0.1,0.7,0.1,0.85,0.7,0.87,0.83,0.87,0.82,0.91,0.61,0.85,0.7,0.83,0.87,0.87,0.82,0.61,307,221,47,45,307,290,62,45
0,11,binary,gbdt,0.004912781788816002,15,0.7,0.9,7,40,0.0014113277523368935,0.1,0.7,0.1,0.84,0.68,0.85,0.83,0.88,0.8,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,308,215,53,44,308,282,70,44
1,32,binary,gbdt,0.003872907565795822,20,0.5,0.7,5,30,0.007804287057804024,0.2,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,306,219,49,46,306,288,64,46
4,16,binary,gbdt,0.001783830046784028,20,0.6,0.8,3,20,0.010497360192219966,0.0,0.9999999999999999,0.7,0.83,0.66,0.84,0.83,0.87,0.78,0.91,0.57,0.83,0.66,0.8,0.86,0.87,0.78,0.57,307,209,60,44,307,273,78,44
4,10,binary,gbdt,0.004593444805837145,15,0.7,0.9,7,40,0.0010866574115857802,0.1,0.7,0.1,0.83,0.65,0.85,0.81,0.85,0.8,0.91,0.56,0.82,0.65,0.81,0.85,0.85,0.79,0.56,300,214,55,51,300,279,72,51
1,10,binary,gbdt,0.004593444805837145,15,0.7,0.9,7,40,0.0010866574115857802,0.1,0.7,0.1,0.85,0.7,0.87,0.83,0.87,0.82,0.91,0.61,0.85,0.7,0.83,0.87,0.87,0.82,0.61,307,221,47,45,307,290,62,45
1,19,binary,gbdt,0.004043457739443902,20,0.5,0.7,5,30,0.008403294673232151,0.2,0.7,0.1,0.85,0.69,0.86,0.83,0.87,0.82,0.91,0.6,0.84,0.69,0.83,0.86,0.87,0.82,0.6,306,219,49,46,306,288,64,46
0,33,binary,gbdt,0.0042207518187365,20,0.5,0.7,5,30,0.00600258219906862,0.2,0.7,0.4,0.84,0.68,0.85,0.83,0.88,0.8,0.91,0.59,0.84,0.68,0.81,0.87,0.88,0.8,0.59,309,214,54,43,309,281,71,43
1,33,binary,gbdt,0.0042207518187365,20,0.5,0.7,5,30,0.00600258219906862,0.2,0.7,0.4,0.85,0.68,0.86,0.83,0.87,0.81,0.91,0.6,0.84,0.68,0.82,0.86,0.87,0.81,0.6,306,218,50,46,306,286,66,46
